question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
What will cause the sinoatrial (SA) node to depolarize more frequently?,Acetylcholine,Norepinephrine,Parasympathetic stimulation,Vagus nerve,B,,,,,,,,,,,,,Chapter 2 - Classification,0.795,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 10 - Lymphatic System,"REGEX:\b(lymph|lacteal|thymus|spleen|node)\b, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.951,chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(lymph|lacteal|thymus|spleen|node)\b, the, to"
An ophthalmologist using a tonometer measures the pressure in an eyeball to be 10 mmHg. What does this mean?,gauge pressure is atmospheric pressure plus 10 mmHg.,actual pressure is atmospheric pressure plus 10 mmHg.,actual pressure is atmospheric pressure minus 10 mmHg.,10 mmHg is a negative pressure.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.986,Chapter 2 - Classification,"a, be, in, the, thi, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.951,chapter_2::2_5_the_animal_kingdom_heads_up,"a, the, to"
What food is digested by lipase?,nucleic acids,carbohydrates 9 Gastro-Intestinal System 171,polypeptides,triglycerides,D,,,,,,,,,,,,,Chapter 2 - Classification,0.831,Chapter 2 - Classification,"by, digest, food",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.939,chapter_2::2_5_the_animal_kingdom_heads_up,"by, digest, food"
"If mean arterial pressure is kept constant while a small artery changes its radius from 1 mm to 2 mm, what will happen?",blood volume flow rate through the artery will double.,blood volume flow rate through the artery will increase to four times its previous value.,blood volume flow rate through the artery will be sixteen times the original value.,blood speed will halve so there will be no change in volume flow rate.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.958,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"2, a, a small, it, small, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.937,chapter_2::2_5_the_animal_kingdom_heads_up,"2, a, it, to"
Complete the sentence correctly: “Cervical vertebrae are……,superior to the rib cage.,inferior to the thoracic vertebrae.,located between the thoracic and sacral vertebrae.,fused into a single bone called the sacrum.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.863,Chapter 2 - Classification,"are, correctli, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.925,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"are, the"
To what does the “juxtaglomerular apparatus” refer?,to those nephrons whose loop of Henle penetrate deep into the medulla,to the lamina densa and podocytes that form ﬁ ltration slits around the cap- illaries of the glomerulus,to the capillaries that surround the loop of Henle of juxtamedullary nephrons,to certain cells of the distal convoluted tubule where it touches the afferent arteriole.,D,,,,,,,,,,,,,Chapter 2 - Classification,0.671,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.925,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
To what does the “blood-brain barrier” refer?,the three meninges that surround the brain and spinal cord.,the tight junctions between endothelial cells of the capillaries that serve the brain.,the structures that prevent fat-soluble molecules from entering the brain from the blood.,the structure that produces cerebrospinal ﬂ uid from blood.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.671,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.925,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
"During dialysis, what moves across a semi-permeable membrane (and how)?",Water molecules by diffusion from the region of high solute concentration to the region of low solute concentration.,Water molecules by filtration from the region of high hydrostatic pressure to the region of low hydrostatic pressure.,Solutes by diffusion from the region of high solute concentration to the region of low solute concentration.,Solutes by filtration from the region of low hydrostatic pressure to the region of high hydrostatic pressure.4.3 Diffusion and Osmosis 64,C,,,,,,,,,,,,,Chapter 2 - Classification,0.917,Chapter 2 - Classification,"a, and, how, move",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.922,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, and, move"
What does the process known as anabolism refer to?,the use of energy for producing chemical substances.,the breaking down phase of metabolism.,all the chemical process that take place in the organelles of the cells.,the supply of nutrients to the body’s cells.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.653,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.916,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
What may the term “ionising radiation” be applied to?,all electromagnetic radiation,radiation that produces ions when it interacts with matter,infra-red radiation,radiation that is emitted by ions,B,,,,,,,,,,,,,Chapter 2 - Classification,0.819,Chapter 2 - Classification,"be, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.916,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
What may the term “radioactive” be correctly used to describe?,a diagnostic x-ray machine used to produce radiographs.,a linear accelerator used to produce x-rays for radiotherapy.,a patient undergoing a nuclear medicine scan.,a patient undergoing a CT (computed tomography) examination.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.972,Chapter 2 - Classification,"be, correctli, the, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.911,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
What innervates the diaphragm?,The spinal nerves from T6 to T12,The vagus nerve,The phrenic nerve,The sciatic nerve,C,,,,,,,,,,,,,Chapter 2 - Classification,0.682,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 9 - Respiratory System,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.908,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, the"
Active transport across the plasma membrane may be described by which statement?,active transport requires energy from ATP.,active transport is also known as endocytosis.,active transport moves molecules along their concentration gradient.,active transport is the movement of lipid-soluble molecules through the plasma membrane.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.800,Chapter 2 - Classification; Chapter 1 - Chemicals,"be, by, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.903,chapter_2::2_5_the_animal_kingdom_heads_up,"by, the"
How has remote-controlled after-loading reduced the dose to staff involved in brachytherapy?,Patient exposure to radiation is reduced.,The radionuclides are only in place in an operating theatre.,Staff members are never exposed to radiation during the treatment.,Only one staff member at a time is required in the brachytherapy room.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.914,Chapter 2 - Classification,"how, in, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.903,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
Which statement may be used to deﬁ ne a bronchiole?,They are the airways that branch from the left and right primary bronchi.,They are kept open by “C” shaped rings of cartilage.,Their walls have supporting cartilage between smooth muscle.,Their walls contain smooth muscle but no cartilage.,D,,,,,,,,,,,,,Chapter 2 - Classification,0.956,Chapter 2 - Classification; Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, be, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.886,chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, to"
What food is digested into monoglycerols?,protein,lipid,nucleic acid,starch,B,,,,,,,,,,,,,Chapter 2 - Classification,0.831,Chapter 2 - Classification,"digest, food, into",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.819,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"digest, food"
Complete the sentence. Neuroglia,are bundles of axons,contain cell bodies outside the central nervous system,are a type of neuron,"include ependymal cells, astrocytes and satellite cells",D,,,,,,,,,,,,,Chapter 2 - Classification,0.426,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.813,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Choose the true statement.,a spinal reﬂ ex does not involve processing in the brain,spinal reﬂ exes are rapid predictable learned responses to stimuli,spinal reﬂ exes are used to diagnose brain death,spinal reﬂ exes are voluntary but unlearned,A,,,,,,,,,,,,,Chapter 2 - Classification,0.426,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.813,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Choose the INCORRECT statement about buffer solutions.,the pH of a buffer does not change on addition of acid or base.,a buffer has two components which may be a weak acid and its salt.,a buffer has two components which may be a weak base and its salt.,pH of a buffer depends only on the ratio of its components.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.400,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.785,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Complete the following sentence correctly. Angiotensin II,stimulates the adrenal glands to release aldosterone,increases potassium reabsorption from the ﬁ ltrate,increases sodium (Na + ) excretion at the kidneys.,reduces our thirst,A,,,,,,,,,,,,,Chapter 2 - Classification,0.400,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.785,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Complete the following sentence correctly. Angiotensin II,stimulates the adrenal glands to release aldosterone,causes the wall of the collecting duct of the nephron to increase in perme- ability to water,increases sodium (Na + ) excretion at the kidneys.,reduces our thirst,A,,,,,,,,,,,,,Chapter 2 - Classification,0.400,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.785,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Complete the following sentence correctly. Atrial natriuretic peptide,causes the wall of the collecting duct of the nephron to increase in perme- ability to water,increases sodium (Na + ) excretion at the kidneys.,causes peripheral vasoconstriction,stimulates the adrenal glands to release aldosterone,B,,,,,,,,,,,,,Chapter 2 - Classification,0.393,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.777,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
What action does the ﬂ exor carpi ulnaris perform?,it ﬂ exes the lower arm,the same as the extensor carpi ulnaris.,it ﬂ exes the ﬁ ngers,the same as the ﬂ exor carpi radialis,D,,,,,,,,,,,,,Chapter 2 - Classification,0.386,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.769,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
What effect does aldosterone have? It causes:,angiotensin to be formed from angiotensinogen,Na + to be absorbed from the ﬁ ltrate,Na + and Ca ++ to be absorbed from the ﬁ ltrate and K + to be secreted into the ﬁ ltrate,Na + to be absorbed from the ﬁ ltrate and K + to be secreted into the ﬁ ltrate,D,,,,,,,,,,,,,Chapter 2 - Classification,0.630,Chapter 2 - Classification; Chapter 9 - Respiratory System; Chapter 16 - Endocrine System; Chapter 10 - Lymphatic System,"REGEX:\b(t3|t4|thyroxine|insulin|glucagon|aldosterone|oxytocin|adh)\b, it",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.725,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_16::16_x_hormone_highlights; chapter_10::10_x_lymph_nodes_organs,"REGEX:\b(t3|t4|thyroxine|insulin|glucagon|aldosterone|oxytocin|adh)\b, it"
